        #psi         z0.         z1.        z10.       z100.      z1000.     z10000.        z-1.       z-10.      z-100.     z-1000.    z-10000.
  733.00E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
  764.70E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
  797.77E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
  832.27E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
  868.26E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
  905.80E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
  944.97E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
  985.84E-03    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.03E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.07E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.12E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.17E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.22E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.27E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.33E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.38E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.44E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.51E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.57E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.64E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.71E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.78E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.86E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    1.94E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.02E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.11E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.20E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.30E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.40E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.50E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.61E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.72E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.84E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    2.96E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    3.09E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    3.23E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    3.37E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    3.51E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    3.66E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    3.82E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    3.99E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    4.16E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    4.34E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    4.53E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    4.72E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    4.93E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    5.14E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    5.36E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    5.59E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    5.83E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    6.09E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    6.35E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    6.62E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    6.91E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    7.21E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    7.52E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    7.85E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    8.19E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    8.54E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    8.91E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    9.30E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
    9.70E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
   10.12E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00    5.24E+00
   10.55E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   11.01E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   11.49E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   11.98E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   12.50E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   13.04E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   13.61E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   14.19E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   14.81E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   15.45E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00    5.25E+00
   16.12E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00
   16.81E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00
   17.54E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00
   18.30E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00
   19.09E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00
   19.92E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00    5.26E+00
   20.78E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00
   21.68E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00
   22.61E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00
   23.59E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00    5.27E+00
   24.61E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00
   25.68E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00    5.28E+00
   26.79E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00
   27.94E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00
   29.15E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00    5.29E+00
   30.41E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00    5.30E+00
   31.73E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00
   33.10E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00    5.31E+00
   34.53E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00    5.32E+00
   36.03E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00
   37.58E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00    5.33E+00
   39.21E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00    5.34E+00
   40.90E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00    5.35E+00
   42.67E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00    5.36E+00
   44.52E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00    5.37E+00
   46.44E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00    5.38E+00
   48.45E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00    5.40E+00
   50.55E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00    5.41E+00
   52.73E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00    5.43E+00
   55.01E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00    5.44E+00
   57.39E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00    5.46E+00
   59.87E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00    5.48E+00
   62.46E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00    5.51E+00
   65.16E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00    5.53E+00
   67.98E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00    5.56E+00
   70.92E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00    5.59E+00
   73.99E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00    5.62E+00
   77.19E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00    5.66E+00
   80.53E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00    5.70E+00
   84.01E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00    5.74E+00
   87.64E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00    5.79E+00
   91.43E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00    5.84E+00
   95.39E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00    5.90E+00
   99.51E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00    5.96E+00
  103.81E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00    6.03E+00
  108.30E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00    6.11E+00
  112.99E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00    6.19E+00
  117.87E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00    6.29E+00
  122.97E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00    6.40E+00
  128.29E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00    6.52E+00
  133.84E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00    6.65E+00
  139.62E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00    6.80E+00
  145.66E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00    6.97E+00
  151.96E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00    7.16E+00
  158.53E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00    7.38E+00
  165.39E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00    7.62E+00
  172.54E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00    7.90E+00
  180.00E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00    8.23E+00
