         107 -0.40965577923550156       -2.7426294852600123E-002
         108 -0.40982142278286987       -2.7682615365241244E-002
         109 -0.40998404258614868       -2.7938935877882369E-002
         110 -0.41014372055512299       -2.8195256390523487E-002
         111 -0.41030053567241970       -2.8451576903164612E-002
         112 -0.41045456412288922       -2.8707897415805737E-002
         113 -0.41060587941621002       -2.8964217928446858E-002
         114 -0.41075455250309978       -2.9220538441087979E-002
         115 -0.41090065188553887       -2.9476858953729101E-002
         116 -0.41104424372134846       -2.9733179466370226E-002
         117 -0.41118539192346593       -2.9989499979011350E-002
         118 -0.41132415825422325       -3.0245820491652468E-002
         119 -0.41146060241491883       -3.0502141004293593E-002
         120 -0.41159478213095957       -3.0758461516934715E-002
         121 -0.41172675323282049       -3.1014782029575839E-002
         122 -0.41185656973306023       -3.1271102542216961E-002
         123 -0.41198428389961878       -3.1527423054858082E-002
         124 -0.41210994632560083       -3.1783743567499204E-002
         125 -0.41223360599573772       -3.2040064080140332E-002
         126 -0.41235531034971656       -3.2296384592781446E-002
         127 -0.41247510534254639       -3.2552705105422575E-002
         128 -0.41259303550211091       -3.2809025618063696E-002
         129 -0.41270914398407876       -3.3065346130704817E-002
         130 -0.41282347262429270       -3.3321666643345939E-002
         131 -0.41293606198878391       -3.3577987155987060E-002
         132 -0.41304695142152781       -3.3834307668628189E-002
         133 -0.41315617909007135       -3.4090628181269310E-002
         134 -0.41326378202912201       -3.4346948693910431E-002
         135 -0.41336979618222541       -3.4603269206551553E-002
         136 -0.41347425644160923       -3.4859589719192674E-002
         137 -0.41357719668630694       -3.5115910231833802E-002
         138 -0.41367864981862518       -3.5372230744474917E-002
         139 -0.41377864779905371       -3.5628551257116045E-002
         140 -0.41387722167969382       -3.5884871769757166E-002
         141 -0.41397440163626753       -3.6141192282398288E-002
         142 -0.41407021699879137       -3.6397512795039409E-002
         143 -0.41416469628095892       -3.6653833307680531E-002
         144 -0.41425786720833119       -3.6910153820321659E-002
         145 -0.41434975674534313       -3.7166474332962780E-002
         146 -0.41444039112122144       -3.7422794845603895E-002
         147 -0.41452979585485350       -3.7679115358245023E-002
         148 -0.41461799577864389       -3.7935435870886144E-002
         149 -0.41470501506142876       -3.8191756383527273E-002
         150 -0.41479087723046704       -3.8448076896168387E-002
         151 -0.41487560519258027       -3.8704397408809509E-002
         152 -0.41495922125443924       -3.8960717921450637E-002
         153 -0.41504174714208741       -3.9217038434091758E-002
         154 -0.41512320401968472       -3.9473358946732880E-002
         155 -0.41520361250754378       -3.9729679459374001E-002
         156 -0.41528299269947289       -3.9985999972015122E-002
         157 -0.41536136417945896       -4.0242320484656251E-002
         158 -0.41543874603772141       -4.0498640997297365E-002
         159 -0.41551515688616619       -4.0754961509938493E-002
         160 -0.41559061487325610       -4.1011282022579615E-002
         161 -0.41566513769834340       -4.1267602535220736E-002
         162 -0.41573874262545601       -4.1523923047861858E-002
         163 -0.41581144649659713       -4.1780243560502979E-002
         164 -0.41588326574455053       -4.2036564073144107E-002
         165 -0.41595421640522390       -4.2292884585785229E-002
         166 -0.41602431412954977       -4.2549205098426350E-002
         167 -0.41609357419496334       -4.2805525611067471E-002
         168 -0.41616201151646814       -4.3061846123708593E-002
         169 -0.41622964065730972       -4.3318166636349721E-002
         170 -0.41629647583928392       -4.3574487148990836E-002
         171 -0.41636253095267506       -4.3830807661631964E-002
         172 -0.41642781956585212       -4.4087128174273085E-002
         173 -0.41649235493453418       -4.4343448686914207E-002
         174 -0.41655615001074203       -4.4599769199555328E-002
         175 -0.41661921745143615       -4.4856089712196449E-002
         176 -0.41668156962686909       -4.5112410224837578E-002
         177 -0.41674321862864844       -4.5368730737478699E-002
         178 -0.41680417627753907       -4.5625051250119820E-002
         179 -0.41686445413099465       -4.5881371762760949E-002
         180 -0.41692406349044747       -4.6137692275402070E-002
         181 -0.41698301540835153       -4.6394012788043192E-002
         182 -0.41704132069500016       -4.6650333300684313E-002
         183 -0.41709898992511696       -4.6906653813325434E-002
         184 -0.41715603344423263       -4.7162974325966563E-002
         185 -0.41721246137485862       -4.7419294838607684E-002
         186 -0.41726828362245999       -4.7675615351248805E-002
         187 -0.41732350988123890       -4.7931935863889934E-002
         188 -0.41737814963973469       -4.8188256376531048E-002
         189 -0.41743221218624421       -4.8444576889172170E-002
         190 -0.41748570661407508       -4.8700897401813291E-002
         191 -0.41753864182663170       -4.8957217914454419E-002
         192 -0.41759102654234243       -4.9213538427095541E-002
         193 -0.41764286929944333       -4.9469858939736662E-002
         194 -0.41769417846059792       -4.9726179452377790E-002
         195 -0.41774496221738716       -4.9982499965018912E-002
         196 -0.41779522859466456       -5.0238820477660026E-002
         197 -0.41784498545477022       -5.0495140990301147E-002
         198 -0.41789424050162172       -5.0751461502942276E-002
         199 -0.41794300128468248       -5.1007782015583397E-002
         200 -0.41799127520281448       -5.1264102528224519E-002
